Case Id,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight
Case 97,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 979,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 980,2,¡¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 984,2,¢£,¤,¤,1.0,1.0,0.0
Case 986,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 988,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 989,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 998,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 999,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 100,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1001,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1007,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1010,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1017,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1019,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1023,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1026,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1027,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1043,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 105,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1054,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1057,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 106,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 107,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1070,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1075,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1079,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1087,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1088,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1096,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1101,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1102,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1104,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1109,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1110,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1111,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1112,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1113,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1116,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1122,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1124,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1129,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 114,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1142,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1144,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1145,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 115,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1156,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1159,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1164,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1169,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1176,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1179,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1185,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1193,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 12,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1210,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1221,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1235,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1238,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1239,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1246,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1250,3,¢¥£,¤,¤,1.0,1.0,0.0
Case 1254,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1261,3,¢¥£,¤,¤,1.0,1.0,0.0
Case 1269,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1272,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1275,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 129,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1290,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1292,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1299,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 13,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1301,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1303,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1304,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1305,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1309,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 131,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1313,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1314,3,¡¢¥,¦£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1315,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1318,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1319,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1323,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1327,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1330,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1332,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1338,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1356,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1358,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1364,3,¡¢¥,­­£¤,¢£¤,0.5,0.5,0.0
Case 1366,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1371,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1375,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1384,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1386,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1387,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1388,3,¡¢¥,­­£¤,¢£¤,0.5,0.5,0.0
Case 1393,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1396,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1397,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1398,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 140,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1407,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1409,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1420,3,¡¢¥,¨£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 143,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1432,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1433,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 144,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1441,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1445,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1449,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 145,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1450,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1451,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1457,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1460,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1464,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1465,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1466,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 147,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1471,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 1478,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1484,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1487,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1495,3,¡¢¥,­­£¤,¢£¤,0.5,0.5,0.0
Case 15,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1500,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1501,3,¢¥£,¤,¤,1.0,1.0,0.0
Case 1506,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1507,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1509,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1510,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1519,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 1535,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 154,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1543,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1553,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 156,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1562,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1570,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1571,3,¡¢¥,¥¥¥¥,¢£¤,0.0,0.0,0.0
Case 1574,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1577,3,§¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 1580,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1587,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1603,3,¡££,¤,¤,1.0,1.0,0.0
Case 1604,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1605,3,¡¢¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1609,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1610,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1615,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1650,3,¡¦¦,¬¬­£¤,¢£¤,0.4,0.4,0.0
Case 1655,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1658,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 1671,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1674,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1675,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1679,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1681,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1682,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1691,3,§¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1697,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1704,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1709,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1711,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1718,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1723,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1730,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1735,3,¡­£,£¤,¤,0.5,0.5,0.0
Case 1746,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1754,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1760,3,¡¢£,¢¥¢£¤,¤,0.19999999999999996,0.25,0.0
Case 1761,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1764,3,¡­£,£¤,¤,0.5,0.5,0.0
Case 1771,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1772,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1776,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1777,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1787,3,¡¢¥,¥££¤,¢£¤,0.5,0.5,0.0
Case 1788,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1791,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1792,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1795,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1799,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 18,3,¡¢£,£¤,¤,0.5,0.5,0.0
Case 1812,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1813,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1814,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1815,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1817,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1823,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1826,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1828,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1831,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 184,3,¡¢¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1843,3,¡¡£,¤,¤,1.0,1.0,0.0
Case 1848,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1860,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1868,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1869,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1874,3,§¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1882,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1884,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1887,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1892,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1894,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1900,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1901,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1903,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 191,3,¡¡¢,£¤,£¤,1.0,1.0,0.0
Case 1915,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1916,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 192,3,¡¡¢,£¤¢£¤,£¤,0.4,0.6666666666666666,0.0
Case 1924,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 193,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1946,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1961,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1968,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1975,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 1978,3,¡¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1980,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1987,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 20,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2007,3,¡¢­,££¤,£¤,0.6666666666666667,1.0,0.0
Case 2013,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 202,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2021,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2022,3,¡¡¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2035,3,¡¢¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2050,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2059,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2062,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2068,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2074,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2081,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 2083,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2092,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2093,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2097,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 210,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2103,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2104,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 2105,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2108,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2112,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2117,3,¡¥¥,£¢££¤,¢£¤,0.6,1.0,0.0
Case 2121,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2123,3,¡¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 2125,3,¡¢¥,­,¢£¤,0.0,0.0,0.0
Case 2126,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2134,3,¡¥¢,£¤,£¤,1.0,1.0,0.0
Case 2141,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2142,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2143,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 2152,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2156,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2157,3,¡££,¤,¤,1.0,1.0,0.0
Case 2163,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2167,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2168,3,¡¢¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2172,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2176,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2177,3,¡¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2183,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2187,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2191,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2197,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2201,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2203,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2210,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2211,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2215,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2219,3,¡¢¥,¢£¤,¢£¤,1.0,1.0,0.0
Case 2220,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2227,3,¡££,¤,¤,1.0,1.0,0.0
Case 2228,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2229,3,¡¥£,¤,¤,1.0,1.0,0.0
Case 2236,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2239,3,¡¢£,£¢¥£¤,¤,0.19999999999999996,0.25,0.0
Case 2245,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2253,3,¢¥£,¤,¤,1.0,1.0,0.0
Case 2267,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2268,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2279,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2285,3,¡¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2290,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2296,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 23,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 230,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2300,3,¡¢­,­¦­,£¤,0.0,0.0,0.0
Case 2302,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2308,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2315,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 232,3,¡¢¥,¥££¤,¢£¤,0.5,0.5,0.0
Case 2322,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2328,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 233,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2330,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2335,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2342,3,¡¢¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2346,3,§¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2348,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 235,3,§¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2356,3,¡¢¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2362,3,¢¥£,¤,¤,1.0,1.0,0.0
Case 2367,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2368,3,¡¡¢,£¢£££­¢¥¥£¤,£¤,0.18181818181818177,0.4,0.0
Case 237,3,¡¢­,£¤,£¤,1.0,1.0,0.0
Case 2374,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2375,3,¡¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 2380,3,¡¢¥,¢£¤,¢£¤,1.0,1.0,0.0
Case 2381,3,¡¡¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2390,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2391,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2398,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2399,3,¡¢¢,£¤,£¤,1.0,1.0,0.0
Case 2403,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2415,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2417,3,¡¢¥,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 242,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2431,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2432,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2436,3,¡£¤,¢,,0.0,0.0,0.0
Case 2447,3,¡¢¢,£¤,£¤,1.0,1.0,0.0
Case 2448,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2451,3,¡¢¦,­­£,£¤,0.0,0.33333333333333326,0.0
Case 2452,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2455,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2458,3,¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2465,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2466,3,¡¢­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 247,3,§¢£,¤,¤,1.0,1.0,0.0
Case 2473,3,¡¢¥,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2474,3,¡¢£,¤,¤,1.0,1.0,0.0
Case 2476,3,¡¢­,£¤,£¤,1.0,1.0,0.0
