Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 2770,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2774,2,¡£,£¢£¤,¤,0.25,0.33333333333333326,0.5,Satisfied
Case 2776,2,¢¥,¢¥£¤,£¤,0.5,0.5,0.5,Satisfied
Case 2777,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2788,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2789,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2791,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2797,2,¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 28,2,¡¢,¦­­£,¥£¤,0.0,0.19999999999999996,0.5,Satisfied
Case 2814,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 282,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2826,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2834,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2839,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2847,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2848,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2849,2,¡£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 2851,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2854,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 286,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2860,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2866,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2873,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2875,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2881,2,¡­,­£¤,¢¥£¤,0.5,0.4,0.5,Satisfied
Case 2891,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2897,2,¡¢,­¢£¤,¥£¤,0.5,0.4,0.5,Satisfied
Case 2905,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2908,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2910,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2918,2,¡¢,­¢£¤,¥£¤,0.5,0.4,0.5,Satisfied
Case 292,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2931,2,¡¢,¥­££¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 2932,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2934,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2949,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2956,2,¡¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.5,Satisfied
Case 296,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2962,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2964,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2966,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2968,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2970,2,¡¢,­¥£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 2971,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2975,2,¡¥,¡¢¥¥¢£¤,¢¢£¤,0.5714285714285714,0.6,0.5,Satisfied
Case 2981,2,¡¡,¢­­£¤,¢£¤,0.6,0.75,0.5,Satisfied
Case 2984,2,¡¢,££¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 2988,2,¡£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 299,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 2992,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3002,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3008,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3009,2,¡¢,¥¢£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 3010,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3013,2,¡¢,¢¥£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 3015,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3016,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.5,Satisfied
Case 3021,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3027,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3034,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3035,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3037,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3038,2,¡¢,¥¢¥£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 3043,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3044,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3046,2,¡¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.5,Satisfied
Case 3056,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3058,2,¡¢,­££¤,¥£¤,0.5,0.5,0.5,Satisfied
Case 3059,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3061,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3071,2,¡¢,¦­£¤,¥£¤,0.5,0.4,0.5,Satisfied
Case 3073,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3077,2,¡­,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 3078,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 308,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3082,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.5,Satisfied
Case 3083,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3086,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3095,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 31,2,¡¢,¦­£¤,¥£¤,0.5,0.4,0.5,Satisfied
Case 3103,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3112,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3113,2,¡¢,¥¥¢¥£¤,¥£¤,0.5,0.75,0.5,Satisfied
Case 3118,2,¡¢,¥¥¦£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 3121,2,¡¢,£¡¢£¤,¥£¤,0.4,0.4,0.5,Satisfied
Case 3126,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3128,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 313,2,¡¢,¥­¥££¤,¥£¤,0.5,0.75,0.5,Satisfied
Case 3139,2,¡¢,­¢£¤,¥£¤,0.5,0.4,0.5,Satisfied
Case 3142,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3145,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3148,2,¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 317,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3172,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3176,2,¡¢,­¥£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 3180,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3182,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3184,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3186,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3188,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3192,2,¡¢,¦£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3212,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3214,2,¡¢,¦£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3222,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3226,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3229,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 323,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3231,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3233,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3239,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 324,2,¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3240,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3249,2,¡¢,­­¢££¤,¥£¤,0.33333333333333337,0.4,0.5,Satisfied
Case 3251,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3253,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3254,2,¡¢,¥,¥£¤,0.33333333333333337,0.33333333333333326,0.5,Satisfied
Case 326,2,¡¢,­­£¤,¥£¤,0.5,0.5,0.5,Satisfied
Case 3260,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3262,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3273,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3276,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3288,2,¡¢,¥££¤,¥£¤,0.75,1.0,0.5,Satisfied
Case 3289,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3294,2,¡¢,¥¢£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 33,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 331,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3314,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3315,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 332,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3323,2,¡¢,¦­­£,¥£¤,0.0,0.19999999999999996,0.5,Satisfied
Case 3324,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 333,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3331,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3334,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3336,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3338,2,¡­,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 3341,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3344,2,¡£,£¢££¤,¤,0.19999999999999996,0.33333333333333326,0.5,Satisfied
Case 3349,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3351,2,¡¢,££¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3357,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3358,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3360,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3362,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 337,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3372,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3373,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3376,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3382,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3398,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 34,2,¡¢,¥¥£¤,¥£¤,0.75,1.0,0.5,Satisfied
Case 3403,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3409,2,¡¢,¦¬¬­,¥£¤,0.0,0.0,0.5,Satisfied
Case 3413,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3416,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3418,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3419,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3426,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3428,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 343,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3436,2,¡¢,¥¥¥¥£¤,¥£¤,0.5,1.0,0.5,Satisfied
Case 3439,2,¢£,¢¥¢¥£¤,¤,0.16666666666666663,0.25,0.5,Satisfied
Case 3440,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3442,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3443,2,¡¢,­£,¥£¤,0.33333333333333337,0.25,0.5,Satisfied
Case 3444,2,¡¦,¦¬¬­£¤,¢£¤,0.33333333333333337,0.33333333333333326,0.5,Satisfied
Case 3448,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3449,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.5,Satisfied
Case 345,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3454,2,¡¢,¢¥£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 346,2,¡¥,¥£¤,¢¢£¤,0.5,0.5,0.5,Satisfied
Case 3462,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3465,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3475,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 348,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 349,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3498,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3511,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3516,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3517,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3529,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3530,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3532,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3535,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3537,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3539,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3542,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3543,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3546,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3551,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3552,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3562,2,¡¢,¥£¢£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 3563,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3565,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3567,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3569,2,¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3582,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3583,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3592,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3599,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3600,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3601,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 361,2,¡¢,¥£¢¥£¤,¥£¤,0.5,0.75,0.5,Satisfied
Case 3613,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3614,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3634,2,¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 3638,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 364,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3641,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3643,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3645,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3653,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3654,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3656,2,¡¢,¥¥£¤,¥£¤,0.75,1.0,0.5,Satisfied
Case 3657,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3662,2,¡¢,¥¥£¤,¥£¤,0.75,1.0,0.5,Satisfied
Case 3663,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3666,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3669,2,¡¡,¢¥¢­­£¤,¢£¤,0.4285714285714286,0.6,0.5,Satisfied
Case 367,2,¡¥,¥£¤,¢¢£¤,0.5,0.5,0.5,Satisfied
Case 3670,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3673,2,¡¢,¥¢¥£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 3674,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3676,2,¡¢,££¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3678,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3688,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.5,Satisfied
Case 3692,2,¡£,¢£¤,¤,0.33333333333333337,0.33333333333333326,0.5,Satisfied
Case 3696,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 370,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3705,2,¡¢,£¢¥£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 3708,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3738,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 374,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3742,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3745,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3766,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3770,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3775,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3776,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.5,Satisfied
Case 378,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3787,2,¡¢,¥¢£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 3798,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 380,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3802,2,§¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3818,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3819,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 382,2,¡¢,¥¢­£,¥£¤,0.25,0.4,0.5,Satisfied
Case 3822,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 383,2,§¥,¥,¢£¤,0.0,0.0,0.5,Satisfied
Case 3832,2,¡¢,¥¥£¢£¤,¥£¤,0.5,0.75,0.5,Satisfied
Case 384,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3844,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3857,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3864,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3865,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3877,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3880,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3884,2,¡¢,¥¢£¤,¥£¤,0.75,0.75,0.5,Satisfied
Case 3885,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3888,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3890,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3896,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3898,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3899,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 39,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3905,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3912,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3913,2,¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 3928,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3930,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3933,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3943,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3946,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3957,2,¡¢,¢£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 3963,2,¡¢,­­££¤,¥£¤,0.4,0.5,0.5,Satisfied
Case 397,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3974,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3976,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 3983,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 399,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 3992,2,¡¢,­£¤,¥£¤,0.6666666666666667,0.5,0.5,Satisfied
Case 40,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4004,2,¢£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 4006,2,¡¢,¥¢¥£¤,¥£¤,0.6,0.75,0.5,Satisfied
Case 4009,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 4017,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 402,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4026,2,¡¢,¥¦­£¤,¥£¤,0.6,0.6,0.5,Satisfied
Case 4030,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4031,2,¡£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 4032,2,¡¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.5,Satisfied
Case 4037,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4048,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4054,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4067,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4068,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4069,2,¡¢,£¤,¥£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 407,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 4073,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 4074,2,¡¢,¥£¤,¥£¤,1.0,1.0,0.5,Satisfied
Case 408,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.5,Satisfied
